timestamp,detectionType,detected,reason,request,response
2025-02-28T08:14:54.629Z,Signature,false,No known attack patterns detected,"{""attack-type"":"""",""url"":""http://localhost:4200/api/oauth/2.0/token"",""method"":""POST"",""authorization"":"""",""user-agent"":""Mozilla/5.0"",""x-api-tran-id"":""anya123456SOXWJLV00FHIQTQ"",""x-api-type"":"""",""x-csrf-token"":"""",""cookie"":"""",""content-type"":""application/x-www-form-urlencoded"",""set-cookie"":"""",""content-length"":""639"",""body"":{""tx_id"":""MD_anya123456_bond123456_RA20215003_certauth00_20250228063038_XXAB00490000"",""org_code"":""anya123456"",""grant_type"":""password"",""client_id"":""wcf8rjy6kphudsnea0l3ytkpdhqrvcxz1578m4q7xv9zb2tgca"",""client_secret"":""a0l3ytkpdhqrvcfz926btm4q7xv9zb2tgc8rjy6kphudsnew5o"",""ca_code"":""RA20215003"",""username"":""Mzg5MDc3"",""request_type"":""1"",""password_len"":""12"",""password"":""UEFTU1dPUkQ="",""auth_type"":""1"",""consent_type"":""1"",""consent_len"":""16"",""consent"":""Y29uc2VudC0wMDE="",""signed_person_info_req_len"":""20"",""signed_person_info_req"":""QnJlbmRhblJlaWxseQ=="",""consent_nonce"":""U2025872351390855446"",""ucpid_nonce"":""O2025641330091700926"",""cert_tx_id"":""20250228063038b6378bfa3cd94fe09ca466646b"",""service_id"":""anya123456280220250001""}}","{""x-api-tran-id"":""anya123456SOXWJLV00FHIQTQ"",""body"":{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_anya123456_bond123456_RA20215003_certauth00_20250228063038_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6IjU4YmM2MWRjLTkwYWUtNDBlNC04OWFjLTA4YjY3ODRiMDZlNCIsImV4cCI6MTc0MDcyNzg0NSwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDI0NX0.xMe-lry-aI0WytDnGnEKmgEu0KOw7AHvEYj2tnLl8qE"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6IjEwZDFmMDNjLTBkMTAtNGEzYS04YTBlLTExOGI0OGQ4MWE1ZCIsImV4cCI6MTc0MDgxMDY0NSwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDI0NX0.fiwKxBCU4puXY6hOfkEwibn2HYrDLiTAQFVo2recGVI"",""refresh_token_expires_in"":86400}}"
2025-02-28T08:14:54.633Z,Signature,false,No known attack patterns detected,"{""attack-type"":"""",""url"":""http://localhost:4200/api/oauth/2.0/token"",""method"":""POST"",""authorization"":"""",""user-agent"":""Mozilla/5.0"",""x-api-tran-id"":""anya123456SELFFOJJBN83XPH"",""x-api-type"":"""",""x-csrf-token"":"""",""cookie"":"""",""content-type"":""application/x-www-form-urlencoded"",""set-cookie"":"""",""content-length"":""631"",""body"":{""tx_id"":""MD_anya123456_bond123456_RA20215001_certauth00_20250228063053_XXAB00490000"",""org_code"":""anya123456"",""grant_type"":""password"",""client_id"":""wcf8rjy6kphudsnea0l3ytkpdhqrvcxz1578m4q7xv9zb2tgca"",""client_secret"":""a0l3ytkpdhqrvcfz926btm4q7xv9zb2tgc8rjy6kphudsnew5o"",""ca_code"":""RA20215001"",""username"":""NzEwOTM1"",""request_type"":""1"",""password_len"":""12"",""password"":""UEFTU1dPUkQ="",""auth_type"":""1"",""consent_type"":""1"",""consent_len"":""16"",""consent"":""Y29uc2VudC0wMDE="",""signed_person_info_req_len"":""12"",""signed_person_info_req"":""RWxpTGluZA=="",""consent_nonce"":""P2025637469683004823"",""ucpid_nonce"":""E2025147816798494109"",""cert_tx_id"":""20250228063053ff5b342f44b1434d9932b2ac65"",""service_id"":""anya123456280220250001""}}","{""x-api-tran-id"":""anya123456SELFFOJJBN83XPH"",""body"":{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_anya123456_bond123456_RA20215001_certauth00_20250228063053_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6ImFjZjA0ODY0LTUzOWQtNDQ0Zi04MzYwLTZmZjE0YzhkNDM1MCIsImV4cCI6MTc0MDcyNzg1OSwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDI1OX0.tOBmkcxKw0hsid4TQUlFjQSa0-S0vXaJ-oCl8KDDRX4"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6IjA2OGYwNzE0LWQ2MmEtNDBjYy1hN2ZmLTk5OTdmY2Y1ZGMxZCIsImV4cCI6MTc0MDgxMDY1OSwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDI1OX0.Hs-zG41DWjLZ8BYe33UG2leKMKtvLhEMssHGvvwecY8"",""refresh_token_expires_in"":86400}}"
2025-02-28T08:14:54.634Z,Signature,false,No known attack patterns detected,"{""attack-type"":"""",""url"":""http://localhost:4200/api/oauth/2.0/token"",""method"":""POST"",""authorization"":"""",""user-agent"":""Mozilla/5.0"",""x-api-tran-id"":""anya123456SRDZOLMAZ3WG01E"",""x-api-type"":"""",""x-csrf-token"":"""",""cookie"":"""",""content-type"":""application/x-www-form-urlencoded"",""set-cookie"":"""",""content-length"":""637"",""body"":{""tx_id"":""MD_anya123456_bond123456_RA20215001_certauth00_20250228063105_XXAB00490000"",""org_code"":""anya123456"",""grant_type"":""password"",""client_id"":""wcf8rjy6kphudsnea0l3ytkpdhqrvcxz1578m4q7xv9zb2tgca"",""client_secret"":""a0l3ytkpdhqrvcfz926btm4q7xv9zb2tgc8rjy6kphudsnew5o"",""ca_code"":""RA20215001"",""username"":""MzkwMDA0"",""request_type"":""1"",""password_len"":""12"",""password"":""UEFTU1dPUkQ="",""auth_type"":""1"",""consent_type"":""1"",""consent_len"":""16"",""consent"":""Y29uc2VudC0wMDE="",""signed_person_info_req_len"":""20"",""signed_person_info_req"":""TWFlZ2FuVHVyY290dGU="",""consent_nonce"":""J2025686986606900158"",""ucpid_nonce"":""H2025848110960840556"",""cert_tx_id"":""202502280631052d4de1c20a374858b5ed357468"",""service_id"":""anya123456280220250001""}}","{""x-api-tran-id"":""anya123456SRDZOLMAZ3WG01E"",""body"":{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_anya123456_bond123456_RA20215001_certauth00_20250228063105_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6IjMyNTA0ZGI4LTZlMzUtNDRhMS1iNmEyLWMxY2Y5NWZhMGJkMCIsImV4cCI6MTc0MDcyNzg3MSwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDI3MX0.ETD92ik2r0AIaTcivQ-CF4_8a9wxND5_0d40xIhtKRQ"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6IjI2Y2VmMDUxLTI0MzMtNDBhNC1hMTk4LTlmMzlkNmZmMDI2NyIsImV4cCI6MTc0MDgxMDY3MSwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDI3MX0.jhwjiRILhFUxlZVfCZD7653b3wplL1dlEzA8Ot-ZK3U"",""refresh_token_expires_in"":86400}}"
2025-02-28T08:14:54.634Z,Signature,false,No known attack patterns detected,"{""attack-type"":"""",""url"":""http://localhost:4200/api/oauth/2.0/token"",""method"":""POST"",""authorization"":"""",""user-agent"":""Mozilla/5.0"",""x-api-tran-id"":""anya123456STTH8FNTCZM0WKO"",""x-api-type"":"""",""x-csrf-token"":"""",""cookie"":"""",""content-type"":""application/x-www-form-urlencoded"",""set-cookie"":"""",""content-length"":""639"",""body"":{""tx_id"":""MD_anya123456_bond123456_RA20215003_certauth00_20250228063119_XXAB00490000"",""org_code"":""anya123456"",""grant_type"":""password"",""client_id"":""wcf8rjy6kphudsnea0l3ytkpdhqrvcxz1578m4q7xv9zb2tgca"",""client_secret"":""a0l3ytkpdhqrvcfz926btm4q7xv9zb2tgc8rjy6kphudsnew5o"",""ca_code"":""RA20215003"",""username"":""NjA3MTcz"",""request_type"":""1"",""password_len"":""12"",""password"":""UEFTU1dPUkQ="",""auth_type"":""1"",""consent_type"":""1"",""consent_len"":""16"",""consent"":""Y29uc2VudC0wMDI="",""signed_person_info_req_len"":""20"",""signed_person_info_req"":""V2VzdG9uVm9sa21hbg=="",""consent_nonce"":""E2025851329538268541"",""ucpid_nonce"":""L2025191511583882474"",""cert_tx_id"":""20250228063120c5cfb1dfe54443f8a560d8b4b1"",""service_id"":""anya123456280220250001""}}","{""x-api-tran-id"":""anya123456STTH8FNTCZM0WKO"",""body"":{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_anya123456_bond123456_RA20215003_certauth00_20250228063119_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6ImUxY2JhNmE5LTJlNWMtNDRmZi05ODM3LTFlNjdhZjM0NjRkMiIsImV4cCI6MTc0MDcyNzg4NSwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDI4NX0.0aySj_Q1LEMS_uoZy96jGjINtPDdgupdhKqUGZ63W1k"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6ImY3OGZmZDI4LTkzNzMtNDdhMy1hMWVjLWIwZjE0MGE3Mzc2NiIsImV4cCI6MTc0MDgxMDY4NSwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDI4NX0.ERtRgr3ne86gY8QH3dqdT3nb2f6rfExmMBm5ml0vqyo"",""refresh_token_expires_in"":86400}}"
2025-02-28T08:14:54.635Z,Signature,false,No known attack patterns detected,"{""attack-type"":"""",""url"":""http://localhost:4200/api/v2/bank/accounts/deposit/basic"",""method"":""POST"",""authorization"":""Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6ImUxY2JhNmE5LTJlNWMtNDRmZi05ODM3LTFlNjdhZjM0NjRkMiIsImV4cCI6MTc0MDcyNzg4NSwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDI4NX0.0aySj_Q1LEMS_uoZy96jGjINtPDdgupdhKqUGZ63W1k"",""user-agent"":""Mozilla/5.0"",""x-api-tran-id"":""anya123456SPUWWKGL8RP0AVY"",""x-api-type"":""irregular"",""x-csrf-token"":"""",""cookie"":"""",""content-type"":""application/json;charset=UTF-8"",""set-cookie"":"""",""content-length"":""99"",""body"":{""org_code"":""bond123456"",""account_num"":""3932208714"",""next"":""0"",""search_timestamp"":""20250228063128""}}","{""x-api-tran-id"":""anya123456SPUWWKGL8RP0AVY"",""body"":{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""20250228063128"",""basic_cnt"":1,""basicList"":[{""currency_code"":""PHP"",""saving_method"":""METHOD_02"",""issue_date"":""2023-03-12T04:31:16.283Z"",""exp_date"":""2025-06-13T06:56:22.525Z"",""commit_amt"":""495532.81"",""monthly_paid_in_amt"":""689.784""}]}}"
2025-02-28T08:14:54.636Z,Signature,false,No known attack patterns detected,"{""attack-type"":"""",""url"":""http://localhost:4200/api/v2/bank/accounts/deposit/detail"",""method"":""POST"",""authorization"":""Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6ImUxY2JhNmE5LTJlNWMtNDRmZi05ODM3LTFlNjdhZjM0NjRkMiIsImV4cCI6MTc0MDcyNzg4NSwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDI4NX0.0aySj_Q1LEMS_uoZy96jGjINtPDdgupdhKqUGZ63W1k"",""user-agent"":""Mozilla/5.0"",""x-api-tran-id"":""anya123456SGL4JL5N7QHWSX2"",""x-api-type"":""regular"",""x-csrf-token"":"""",""cookie"":"""",""content-type"":""application/json;charset=UTF-8"",""set-cookie"":"""",""content-length"":""99"",""body"":{""org_code"":""bond123456"",""account_num"":""3932208714"",""next"":""0"",""search_timestamp"":""20250228063130""}}","{""x-api-tran-id"":""anya123456SGL4JL5N7QHWSX2"",""body"":{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""20250228063130"",""detail_cnt"":1,""detailList"":[{""currency_code"":""PHP"",""balance_amt"":""336708.229"",""withdrawable_amt"":""336466.584"",""offered_rate"":""0.033"",""last_paid_in_cnt"":6}]}}"
2025-02-28T08:14:54.637Z,Signature,false,No known attack patterns detected,"{""attack-type"":"""",""url"":""http://localhost:4200/api/oauth/2.0/token"",""method"":""POST"",""authorization"":"""",""user-agent"":""Mozilla/5.0"",""x-api-tran-id"":""anya123456S1VIMDBFQCSZH7S"",""x-api-type"":"""",""x-csrf-token"":"""",""cookie"":"""",""content-type"":""application/x-www-form-urlencoded"",""set-cookie"":"""",""content-length"":""627"",""body"":{""tx_id"":""MD_anya123456_bond123456_RA20215001_certauth00_20250228063142_XXAB00490000"",""org_code"":""anya123456"",""grant_type"":""password"",""client_id"":""wcf8rjy6kphudsnea0l3ytkpdhqrvcxz1578m4q7xv9zb2tgca"",""client_secret"":""a0l3ytkpdhqrvcfz926btm4q7xv9zb2tgc8rjy6kphudsnew5o"",""ca_code"":""RA20215001"",""username"":""MjEwMTU2"",""request_type"":""1"",""password_len"":""12"",""password"":""UEFTU1dPUkQ="",""auth_type"":""1"",""consent_type"":""1"",""consent_len"":""16"",""consent"":""Y29uc2VudC0wMDI="",""signed_person_info_req_len"":""12"",""signed_person_info_req"":""RXRoZWxCaW5z"",""consent_nonce"":""B2025887578844667575"",""ucpid_nonce"":""Q2025176455969960158"",""cert_tx_id"":""20250228063142a448487fcae84f54ae3b5ae4dd"",""service_id"":""anya123456280220250001""}}","{""x-api-tran-id"":""anya123456S1VIMDBFQCSZH7S"",""body"":{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_anya123456_bond123456_RA20215001_certauth00_20250228063142_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6IjA1ODYxNjkwLTI4OTMtNDExOS05MTg1LTc5ZGFiOGM2MDE2YiIsImV4cCI6MTc0MDcyNzkwOCwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDMwOH0.Na9ZcHay00IvLDQnO5Nw_xPjdFZ3XChyAP5D54RyEHA"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6IjQzZjhlNzA1LTg1ODctNDNlMi1hYzA0LWZhNTU2MTgzZDI1OSIsImV4cCI6MTc0MDgxMDcwOCwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDMwOH0.yxaIykPEkTbhXTfVIObj8hZhr6NhKQDk5e0CWFd034E"",""refresh_token_expires_in"":86400}}"
2025-02-28T08:14:54.638Z,Signature,false,No known attack patterns detected,"{""attack-type"":"""",""url"":""http://localhost:4200/api/v2/bank/accounts/deposit/basic"",""method"":""POST"",""authorization"":""Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6IjA1ODYxNjkwLTI4OTMtNDExOS05MTg1LTc5ZGFiOGM2MDE2YiIsImV4cCI6MTc0MDcyNzkwOCwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDMwOH0.Na9ZcHay00IvLDQnO5Nw_xPjdFZ3XChyAP5D54RyEHA"",""user-agent"":""Mozilla/5.0"",""x-api-tran-id"":""anya123456SFAEL5JVIGHKX58"",""x-api-type"":""irregular"",""x-csrf-token"":"""",""cookie"":"""",""content-type"":""application/json;charset=UTF-8"",""set-cookie"":"""",""content-length"":""99"",""body"":{""org_code"":""bond123456"",""account_num"":""8403759973"",""next"":""0"",""search_timestamp"":""20250228063150""}}","{""x-api-tran-id"":""anya123456SFAEL5JVIGHKX58"",""body"":{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""20250228063150"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_02"",""issue_date"":""2024-10-08T03:05:30.571Z"",""exp_date"":""2025-05-15T02:44:00.696Z"",""commit_amt"":""696842.914"",""monthly_paid_in_amt"":""2773.935""}]}}"
2025-02-28T08:14:54.638Z,Signature,false,No known attack patterns detected,"{""attack-type"":"""",""url"":""http://localhost:4200/api/oauth/2.0/token"",""method"":""POST"",""authorization"":"""",""user-agent"":""Mozilla/5.0"",""x-api-tran-id"":""anya123456S1WBD0HBNGXTX3O"",""x-api-type"":"""",""x-csrf-token"":"""",""cookie"":"""",""content-type"":""application/x-www-form-urlencoded"",""set-cookie"":"""",""content-length"":""631"",""body"":{""tx_id"":""MD_anya123456_bond123456_RA20215002_certauth00_20250228063157_XXAB00490000"",""org_code"":""anya123456"",""grant_type"":""password"",""client_id"":""wcf8rjy6kphudsnea0l3ytkpdhqrvcxz1578m4q7xv9zb2tgca"",""client_secret"":""a0l3ytkpdhqrvcfz926btm4q7xv9zb2tgc8rjy6kphudsnew5o"",""ca_code"":""RA20215002"",""username"":""NDQxMTY4"",""request_type"":""1"",""password_len"":""12"",""password"":""UEFTU1dPUkQ="",""auth_type"":""1"",""consent_type"":""1"",""consent_len"":""16"",""consent"":""Y29uc2VudC0wMDI="",""signed_person_info_req_len"":""16"",""signed_person_info_req"":""TWF1cmVlbkdyYWR5"",""consent_nonce"":""O2025360139556559581"",""ucpid_nonce"":""A2025678209692313621"",""cert_tx_id"":""202502280631576f73e69640114289b1185493fc"",""service_id"":""anya123456280220250001""}}","{""x-api-tran-id"":""anya123456S1WBD0HBNGXTX3O"",""body"":{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_anya123456_bond123456_RA20215002_certauth00_20250228063157_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6ImFmMzczNzZjLTZiMjYtNDExYS1iYWRhLTIyZTQxZjE4OGMzMyIsImV4cCI6MTc0MDcyNzkyMiwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDMyMn0.q1ODKpQXYi0oKlC0OtLE56FrZz-M4Ytqq3RxvzdzbIQ"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6IjA2MjA0ZTFiLTIyN2MtNGEzOC1hOWM0LTU4ODRhMjJlMzgzOCIsImV4cCI6MTc0MDgxMDcyMiwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDMyMn0.8aG3PttnD8sRGwrNh6n3BVdZTkgip6yH6nhJtZAM-vQ"",""refresh_token_expires_in"":86400}}"
2025-02-28T08:14:54.640Z,Signature,false,No known attack patterns detected,"{""attack-type"":"""",""url"":""http://localhost:4200/api/oauth/2.0/token"",""method"":""POST"",""authorization"":"""",""user-agent"":""Mozilla/5.0"",""x-api-tran-id"":""anya123456S2YPWKCLLQBIHXB"",""x-api-type"":"""",""x-csrf-token"":"""",""cookie"":"""",""content-type"":""application/x-www-form-urlencoded"",""set-cookie"":"""",""content-length"":""639"",""body"":{""tx_id"":""MD_anya123456_bond123456_RA20215002_certauth00_20250228063209_XXAB00490000"",""org_code"":""anya123456"",""grant_type"":""password"",""client_id"":""wcf8rjy6kphudsnea0l3ytkpdhqrvcxz1578m4q7xv9zb2tgca"",""client_secret"":""a0l3ytkpdhqrvcfz926btm4q7xv9zb2tgc8rjy6kphudsnew5o"",""ca_code"":""RA20215002"",""username"":""Nzk0NjIz"",""request_type"":""1"",""password_len"":""12"",""password"":""UEFTU1dPUkQ="",""auth_type"":""1"",""consent_type"":""1"",""consent_len"":""16"",""consent"":""Y29uc2VudC0wMDM="",""signed_person_info_req_len"":""24"",""signed_person_info_req"":""SmFpZGVuU3Ryb21hbi1NcmF6"",""consent_nonce"":""A2025825597947265679"",""ucpid_nonce"":""M2025127111695090104"",""cert_tx_id"":""2025022806320962783a1082e14868a0c5ad8e46"",""service_id"":""anya123456280220250001""}}","{""x-api-tran-id"":""anya123456S2YPWKCLLQBIHXB"",""body"":{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_anya123456_bond123456_RA20215002_certauth00_20250228063209_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6IjU4MGQ2ZjI3LTI0ZGQtNDZmMC05MzgzLWI1NjE3OWRkZTU2NSIsImV4cCI6MTc0MDcyNzkzNSwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDMzNX0.YTMd-Y63u6chX4AM32MvrEWd97iWdHmQfXXwICxnVL4"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJ3Y2Y4cmp5NmtwaHVkc25lYTBsM3l0a3BkaHFydmN4ejE1NzhtNHE3eHY5emIydGdjYSIsImp0aSI6IjNkNTQwYTNlLTI2OGItNGNlMy1hZmI0LTgxZDk1MGJlNGYyOCIsImV4cCI6MTc0MDgxMDczNSwic2NvcGUiOiJpcCIsImlhdCI6MTc0MDcyNDMzNX0.PPPp8NihJC-1BmolZTGbA8yL3n_ckYN2bxs3gcBzjL8"",""refresh_token_expires_in"":86400}}"
